id,ORIG_FID,fclass,name,Shape_Length,longitude,latitude
1,2,path, ,121.5638817,13.17752387,55.71513658
2,2,path, ,121.5638817,13.17831336,55.71512723
3,3,secondary,Kung Oskars väg,70.72459014,13.18840988,55.71152306
4,4,secondary,Getingevägen,203.9819753,13.20039909,55.71495966
5,4,secondary,Getingevägen,203.9819753,13.20111579,55.71515482
6,4,secondary,Getingevägen,203.9819753,13.20183031,55.71535251
7,4,secondary,Getingevägen,203.9819753,13.20254415,55.71555099
8,5,secondary,Tornavägen,287.7559024,13.21034009,55.69704002
9,5,secondary,Tornavägen,287.7559024,13.21046376,55.69748375
10,5,secondary,Tornavägen,287.7559024,13.21058974,55.69792728
11,5,secondary,Tornavägen,287.7559024,13.21071509,55.69837087
12,5,secondary,Tornavägen,287.7559024,13.21083985,55.6988145
13,6,tertiary,Klostergårdsvägen,257.3347299,13.18274267,55.6897202
14,6,tertiary,Klostergårdsvägen,257.3347299,13.18344792,55.68992649
15,6,tertiary,Klostergårdsvägen,257.3347299,13.1840947,55.69018766
16,6,tertiary,Klostergårdsvägen,257.3347299,13.18472592,55.69046086
17,6,tertiary,Klostergårdsvägen,257.3347299,13.18537221,55.69072178
18,7,residential,Sölvegatan,290.2666172,13.19847271,55.70719362
19,7,residential,Sölvegatan,290.2666172,13.19888868,55.70757652
20,7,residential,Sölvegatan,290.2666172,13.19930697,55.70795854
21,7,residential,Sölvegatan,290.2666172,13.19972559,55.70834047
22,7,residential,Sölvegatan,290.2666172,13.20013171,55.70872674
23,8,residential,Ideongatan,111.6531276,13.2156238,55.71555268
24,8,residential,Ideongatan,111.6531276,13.2164172,55.71558634
25,9,tertiary,Ideongatan,91.31581613,13.22378632,55.71553911
26,10,tertiary,Telefongatan,281.9848852,13.22890537,55.71826036
27,10,tertiary,Telefongatan,281.9848852,13.22892788,55.71781142
28,10,tertiary,Telefongatan,281.9848852,13.22893401,55.71736224
29,10,tertiary,Telefongatan,281.9848852,13.22893774,55.71691306
30,10,tertiary,Telefongatan,281.9848852,13.2289457,55.71646391
31,13,secondary,Västra Ringen,453.9085514,13.14984025,55.71384141
32,13,secondary,Västra Ringen,453.9085514,13.14996859,55.71428472
33,13,secondary,Västra Ringen,453.9085514,13.15009535,55.71472817
34,13,secondary,Västra Ringen,453.9085514,13.15020151,55.71517335
35,13,secondary,Västra Ringen,453.9085514,13.15030767,55.71561853
36,13,secondary,Västra Ringen,453.9085514,13.15040607,55.71606427
37,13,secondary,Västra Ringen,453.9085514,13.15050437,55.71651002
38,13,secondary,Västra Ringen,453.9085514,13.15060268,55.71695578
39,13,secondary,Västra Ringen,453.9085514,13.15069663,55.71740183
40,14,residential,Paradisgatan,116.0988698,13.19490381,55.70612707
41,14,residential,Paradisgatan,116.0988698,13.19410831,55.70613199
42,15,tertiary,Gyllenkroks allé,209.5169354,13.18863336,55.69661823
43,15,tertiary,Gyllenkroks allé,209.5169354,13.18831777,55.69703055
44,15,tertiary,Gyllenkroks allé,209.5169354,13.18800217,55.69744287
45,15,tertiary,Gyllenkroks allé,209.5169354,13.18775747,55.69786734
46,17,residential,Sandgatan,129.3369419,13.19625644,55.7069626
47,17,residential,Sandgatan,129.3369419,13.19598138,55.70654111
48,18,residential,Tomegapsgatan,249.1020626,13.19938001,55.70571866
49,18,residential,Tomegapsgatan,249.1020626,13.19864114,55.70588429
50,18,residential,Tomegapsgatan,249.1020626,13.19787903,55.70601304
51,18,residential,Tomegapsgatan,249.1020626,13.19710176,55.70610065
52,19,residential,Skomakaregatan,101.1278919,13.19576619,55.70264994
53,19,residential,Skomakaregatan,101.1278919,13.19654816,55.70273235
54,20,residential,Professorsgatan,239.0841258,13.20623658,55.70889188
55,20,residential,Professorsgatan,239.0841258,13.20560294,55.70916352
56,20,residential,Professorsgatan,239.0841258,13.204975,55.70943927
57,20,residential,Professorsgatan,239.0841258,13.20434652,55.70971472
58,21,cycleway, ,81.05871763,13.20593683,55.70958536
59,22,service, ,135.2340085,13.20792215,55.70873301
60,22,service, ,135.2340085,13.20863285,55.70893463
61,23,residential,Pålsjövägen,83.36935735,13.20505298,55.70883452
62,25,residential,Sjögatan,187.2718414,13.20586845,55.70732062
63,25,residential,Sjögatan,187.2718414,13.20655118,55.70755123
64,25,residential,Sjögatan,187.2718414,13.20723112,55.70778445
65,26,residential,Tornaplatsen,89.65841208,13.2054899,55.70746983
66,27,residential,Olshögsvägen,120.5097427,13.20424953,55.70656294
67,27,residential,Olshögsvägen,120.5097427,13.20464154,55.70617661
68,29,residential,Gerdagatan,124.5939106,13.203514,55.7095243
69,29,residential,Gerdagatan,124.5939106,13.2031715,55.70911887
70,31,residential,Lilla Algatan,102.1012875,13.1986361,55.70369705
71,31,residential,Lilla Algatan,102.1012875,13.1978857,55.70384614
72,32,residential,Agardhsgatan,121.6247035,13.20015978,55.70338947
73,32,residential,Agardhsgatan,121.6247035,13.20095106,55.70341824
74,33,tertiary,Svanegatan,253.5297137,13.18654596,55.7012109
75,33,tertiary,Svanegatan,253.5297137,13.18709038,55.70088369
76,33,tertiary,Svanegatan,253.5297137,13.18763909,55.70055851
77,33,tertiary,Svanegatan,253.5297137,13.18818593,55.70023233
78,33,tertiary,Svanegatan,253.5297137,13.18882804,55.69997282
79,36,cycleway,Kattesund,84.07846889,13.19218271,55.70207161
80,37,service, ,50.77887254,13.18665285,55.70269897
81,40,residential,Bytaregatan,55.93535066,13.18935094,55.70477548
82,41,residential,Stora Fiskaregatan,136.0207207,13.1896656,55.70288336
83,41,residential,Stora Fiskaregatan,136.0207207,13.18898234,55.7030997
84,45,secondary,Ringvägen,283.844323,13.17692458,55.70215286
85,45,secondary,Ringvägen,283.844323,13.17695909,55.70170409
86,45,secondary,Ringvägen,283.844323,13.17699637,55.70125539
87,45,secondary,Ringvägen,283.844323,13.17717421,55.70081838
88,45,secondary,Ringvägen,283.844323,13.17748535,55.70040593
89,47,secondary,Bryggaregatan,67.57068024,13.1802324,55.71234775
90,48,residential,Slåttervägen,204.8431201,13.17159604,55.71783924
91,48,residential,Slåttervägen,204.8431201,13.17188627,55.71742101
92,48,residential,Slåttervägen,204.8431201,13.17218503,55.71700596
93,48,residential,Slåttervägen,204.8431201,13.17288887,55.71682635
94,49,residential,Luzernvägen,80.93870037,13.17952982,55.71534041
95,50,residential,Luzernvägen,137.3857417,13.17888034,55.7158188
96,50,residential,Luzernvägen,137.3857417,13.17904793,55.71625791
97,51,residential,Klövervägen,112.2645778,13.17826942,55.71664412
98,51,residential,Klövervägen,112.2645778,13.1774915,55.71673831
99,52,residential,Väpplingvägen,378.426918,13.17441105,55.71838964
100,52,residential,Väpplingvägen,378.426918,13.17471299,55.71799252
101,52,residential,Väpplingvägen,378.426918,13.17546826,55.71785228
102,52,residential,Väpplingvägen,378.426918,13.17623669,55.71773557
103,52,residential,Väpplingvägen,378.426918,13.17700265,55.71761376
104,52,residential,Väpplingvägen,378.426918,13.17775998,55.71748185
105,52,residential,Väpplingvägen,378.426918,13.178527,55.71739199
106,56,secondary,Malmövägen,228.1821843,13.18716299,55.68686693
107,56,secondary,Malmövägen,228.1821843,13.18727737,55.68731145
108,56,secondary,Malmövägen,228.1821843,13.18733738,55.68775916
109,56,secondary,Malmövägen,228.1821843,13.18738084,55.68820767
110,57,secondary,Sandbyvägen,134.9384316,13.25485501,55.70549473
111,57,secondary,Sandbyvägen,134.9384316,13.2541047,55.70534543
112,58,residential,Hantverksgatan,464.0676176,13.18276941,55.70581576
113,58,residential,Hantverksgatan,464.0676176,13.18208472,55.70604343
114,58,residential,Hantverksgatan,464.0676176,13.1814514,55.70631527
115,58,residential,Hantverksgatan,464.0676176,13.18081601,55.70658556
116,58,residential,Hantverksgatan,464.0676176,13.18022021,55.70688243
117,58,residential,Hantverksgatan,464.0676176,13.17973053,55.70723556
118,58,residential,Hantverksgatan,464.0676176,13.17935374,55.70762715
119,58,residential,Hantverksgatan,464.0676176,13.17887849,55.70798689
120,58,residential,Hantverksgatan,464.0676176,13.17830799,55.70829813
121,60,secondary,Kung Oskars väg,90.76637396,13.18681905,55.7115446
122,61,cycleway, ,108.7970998,13.17874373,55.71764573
123,61,cycleway, ,108.7970998,13.17825135,55.71799861
124,63,cycleway, ,68.14326161,13.17922168,55.71699427
125,64,cycleway, ,77.38517376,13.1795557,55.71651797
126,65,cycleway, ,128.3853459,13.17996782,55.71600776
127,65,cycleway, ,128.3853459,13.17979482,55.71556933
128,66,path, ,391.8772014,13.1839867,55.7122392
129,66,path, ,391.8772014,13.18427215,55.71261908
130,66,path, ,391.8772014,13.18394348,55.71302382
131,66,path, ,391.8772014,13.18355104,55.71341458
132,66,path, ,391.8772014,13.18325427,55.71383094
133,66,path, ,391.8772014,13.18285924,55.71421976
134,66,path, ,391.8772014,13.1824659,55.71460983
135,68,cycleway, ,151.7937117,13.18015934,55.71655065
136,68,cycleway, ,151.7937117,13.17964108,55.71689134
137,68,cycleway, ,151.7937117,13.17925681,55.71728156
138,69,residential,Ällingavägen,304.5514191,13.17150371,55.70936527
139,69,residential,Ällingavägen,304.5514191,13.17095773,55.709692
140,69,residential,Ällingavägen,304.5514191,13.17041164,55.71001868
141,69,residential,Ällingavägen,304.5514191,13.16986558,55.71034537
142,69,residential,Ällingavägen,304.5514191,13.16931945,55.71067204
143,69,residential,Ällingavägen,304.5514191,13.16877314,55.71099855
144,70,residential,Gässlingavägen,272.8515472,13.16848369,55.71151817
145,70,residential,Gässlingavägen,272.8515472,13.16793614,55.71184399
146,70,residential,Gässlingavägen,272.8515472,13.16738717,55.71216913
147,70,residential,Gässlingavägen,272.8515472,13.16683818,55.71249428
148,70,residential,Gässlingavägen,272.8515472,13.16628882,55.71281922
149,74,cycleway, ,1162.109149,13.16162057,55.71374625
150,74,cycleway, ,1162.109149,13.16107892,55.71342006
151,74,cycleway, ,1162.109149,13.16043873,55.71315425
152,74,cycleway, ,1162.109149,13.15973218,55.71294981
153,74,cycleway, ,1162.109149,13.15897906,55.71280695
154,74,cycleway, ,1162.109149,13.15819808,55.71272382
155,74,cycleway, ,1162.109149,13.15740488,55.71268935
156,74,cycleway, ,1162.109149,13.15680518,55.7128721
157,74,cycleway, ,1162.109149,13.15668731,55.71323808
158,74,cycleway, ,1162.109149,13.15671368,55.7136869
159,74,cycleway, ,1162.109149,13.15628874,55.71404237
160,74,cycleway, ,1162.109149,13.15569264,55.7139698
161,74,cycleway, ,1162.109149,13.15519408,55.71361972
162,74,cycleway, ,1162.109149,13.1544656,55.71353882
163,74,cycleway, ,1162.109149,13.15367064,55.71355808
164,74,cycleway, ,1162.109149,13.15287575,55.71357812
165,74,cycleway, ,1162.109149,13.15208097,55.71359943
166,74,cycleway, ,1162.109149,13.1514746,55.71378806
167,74,cycleway, ,1162.109149,13.15154555,55.71423527
168,74,cycleway, ,1162.109149,13.15163989,55.71468129
169,74,cycleway, ,1162.109149,13.15172755,55.71512772
170,74,cycleway, ,1162.109149,13.15181,55.71557449
171,74,cycleway, ,1162.109149,13.15209829,55.71597581
172,76,cycleway, ,191.3153627,13.16347976,55.7063668
173,76,cycleway, ,191.3153627,13.16339487,55.70681052
174,76,cycleway, ,191.3153627,13.16354604,55.70720289
175,77,secondary,Västra Ringen,144.8618138,13.16234901,55.7139268
176,77,secondary,Västra Ringen,144.8618138,13.16283206,55.71428256
177,78,tertiary,Byggmästaregatan,245.4202066,13.17985856,55.70957839
178,78,tertiary,Byggmästaregatan,245.4202066,13.18051786,55.70932797
179,78,tertiary,Byggmästaregatan,245.4202066,13.181093,55.70901913
180,78,tertiary,Byggmästaregatan,245.4202066,13.18157645,55.70866338
181,79,residential,Rallaregatan,96.27097865,13.18335124,55.70737824
182,80,service,Öresundsvägen,137.7110645,13.16516369,55.71491864
183,80,service,Öresundsvägen,137.7110645,13.16595925,55.71492398
184,81,cycleway, ,163.5337575,13.17726411,55.71861127
185,81,cycleway, ,163.5337575,13.17671041,55.71892666
186,81,cycleway, ,163.5337575,13.17632551,55.71930281
187,83,cycleway, ,122.8567999,13.16882355,55.71594056
188,83,cycleway, ,122.8567999,13.168523,55.7163495
189,84,cycleway, ,139.1610981,13.16928248,55.71692918
190,84,cycleway, ,139.1610981,13.169415,55.71736746
191,85,cycleway, ,50.78205352,13.16731193,55.71857782
192,86,cycleway, ,370.4114157,13.1664124,55.71675421
193,86,cycleway, ,370.4114157,13.16584234,55.71644085
194,86,cycleway, ,370.4114157,13.16529231,55.71611625
195,86,cycleway, ,370.4114157,13.16475889,55.71578302
196,86,cycleway, ,370.4114157,13.16465649,55.71540459
197,86,cycleway, ,370.4114157,13.164959,55.71499582
198,86,cycleway, ,370.4114157,13.16471521,55.71457726
199,87,cycleway, ,79.80485338,13.16978187,55.71661247
200,88,cycleway, ,859.323085,13.17840988,55.71452448
201,88,cycleway, ,859.323085,13.17761462,55.7145095
202,88,cycleway, ,859.323085,13.17681989,55.71448735
203,88,cycleway, ,859.323085,13.17607494,55.71461483
204,88,cycleway, ,859.323085,13.17529042,55.71462295
205,88,cycleway, ,859.323085,13.17457886,55.71481652
206,88,cycleway, ,859.323085,13.17397956,55.71511017
207,88,cycleway, ,859.323085,13.17328551,55.71532875
208,88,cycleway, ,859.323085,13.17269517,55.71562755
209,88,cycleway, ,859.323085,13.17197772,55.71581371
210,88,cycleway, ,859.323085,13.17127471,55.71602293
211,88,cycleway, ,859.323085,13.17052529,55.71617376
212,88,cycleway, ,859.323085,13.16983738,55.71638888
213,88,cycleway, ,859.323085,13.1691222,55.71656157
214,88,cycleway, ,859.323085,13.16838587,55.71672526
215,88,cycleway, ,859.323085,13.16799687,55.71710576
216,88,cycleway, ,859.323085,13.16804542,55.71754214
217,90,residential,Bondevägen,61.07685817,13.1728298,55.71650829
218,91,residential,Qvantenborgsvägen,279.5967509,13.1719397,55.71626963
219,91,residential,Qvantenborgsvägen,279.5967509,13.17122478,55.71646677
220,91,residential,Qvantenborgsvägen,279.5967509,13.17060631,55.71673161
221,91,residential,Qvantenborgsvägen,279.5967509,13.17039588,55.71716477
222,91,residential,Qvantenborgsvägen,279.5967509,13.17019925,55.71759997
223,92,residential,Husmansvägen,379.7849751,13.17497952,55.7188924
224,92,residential,Husmansvägen,379.7849751,13.17419556,55.71882355
225,92,residential,Husmansvägen,379.7849751,13.17341432,55.71873805
226,92,residential,Husmansvägen,379.7849751,13.17266145,55.71859371
227,92,residential,Husmansvägen,379.7849751,13.17192183,55.71842795
228,92,residential,Husmansvägen,379.7849751,13.17120565,55.71823279
229,92,residential,Husmansvägen,379.7849751,13.17049468,55.71803195
230,95,residential,Lavendelvägen,239.5931727,13.18259896,55.71953907
231,95,residential,Lavendelvägen,239.5931727,13.18183231,55.71941859
232,95,residential,Lavendelvägen,239.5931727,13.18106558,55.71929828
233,95,residential,Lavendelvägen,239.5931727,13.18029884,55.71917797
234,96,cycleway, ,226.1008773,13.20265706,55.72127248
235,96,cycleway, ,226.1008773,13.20266169,55.72172166
236,96,cycleway, ,226.1008773,13.2026641,55.72217086
237,96,cycleway, ,226.1008773,13.20266979,55.72262002
238,97,cycleway, ,72.0600834,13.20305308,55.72027643
239,98,cycleway,Lovisastigen,75.35418699,13.19941843,55.71794319
240,99,residential,Lovisastigen,127.2771881,13.20142975,55.71798149
241,99,residential,Lovisastigen,127.2771881,13.20063399,55.71797837
242,101,residential,Filippavägen,257.8007518,13.19791173,55.7167839
243,101,residential,Filippavägen,257.8007518,13.19712627,55.71685066
244,101,residential,Filippavägen,257.8007518,13.1963996,55.71703212
245,101,residential,Filippavägen,257.8007518,13.19563867,55.71715231
246,101,residential,Filippavägen,257.8007518,13.19484954,55.71721015
247,102,residential,Margaretavägen,321.9364059,13.1951712,55.71986706
248,102,residential,Margaretavägen,321.9364059,13.19510469,55.71941944
249,102,residential,Margaretavägen,321.9364059,13.19501488,55.71897317
250,102,residential,Margaretavägen,321.9364059,13.19494286,55.71852581
251,102,residential,Margaretavägen,321.9364059,13.19486442,55.71807883
252,102,residential,Margaretavägen,321.9364059,13.19478989,55.71763161
253,105,cycleway, ,94.99513159,13.16699469,55.71819523
254,107,cycleway, ,154.928349,13.16203381,55.71437884
255,107,cycleway, ,154.928349,13.16197799,55.71482444
256,107,cycleway, ,154.928349,13.16147666,55.71516591
257,108,secondary,Västra Ringen,167.5234566,13.15777743,55.71252704
258,108,secondary,Västra Ringen,167.5234566,13.15856733,55.71257761
259,108,secondary,Västra Ringen,167.5234566,13.15932884,55.71270524
260,110,tertiary,Trollebergsvägen,116.1042673,13.14899643,55.70381928
261,110,tertiary,Trollebergsvägen,116.1042673,13.14978984,55.7037868
262,112,cycleway, ,56.80395296,13.17792096,55.71753234
263,113,secondary,Kaprifolievägen,412.9384079,13.18369987,55.71911716
264,113,secondary,Kaprifolievägen,412.9384079,13.18364383,55.71867325
265,113,secondary,Kaprifolievägen,412.9384079,13.1832312,55.71829664
266,113,secondary,Kaprifolievägen,412.9384079,13.1826084,55.71801751
267,113,secondary,Kaprifolievägen,412.9384079,13.18204917,55.71769926
268,113,secondary,Kaprifolievägen,412.9384079,13.18161157,55.71732547
269,113,secondary,Kaprifolievägen,412.9384079,13.18128635,55.71691596
270,113,secondary,Kaprifolievägen,412.9384079,13.18106215,55.71648514
271,115,residential,Stilgjutaregatan,266.6451571,13.17654581,55.70991982
272,115,residential,Stilgjutaregatan,266.6451571,13.17623234,55.70950701
273,115,residential,Stilgjutaregatan,266.6451571,13.17589712,55.70909987
274,115,residential,Stilgjutaregatan,266.6451571,13.17546923,55.708723
275,115,residential,Stilgjutaregatan,266.6451571,13.17490626,55.70840649
276,116,residential,Starvägen,94.65925137,13.17403814,55.70593549
277,117,residential,Hantverksgatan,301.9294473,13.17720862,55.70872914
278,117,residential,Hantverksgatan,301.9294473,13.17653126,55.70896476
279,117,residential,Hantverksgatan,301.9294473,13.17585251,55.70919907
280,117,residential,Hantverksgatan,301.9294473,13.17516725,55.7094273
281,117,residential,Hantverksgatan,301.9294473,13.1744923,55.70966492
282,117,residential,Hantverksgatan,301.9294473,13.17382432,55.70990887
283,119,residential,Banvaktsgatan,96.80930997,13.18307724,55.70791626
284,120,residential,Rosenvägen,194.5624043,13.17969165,55.71801737
285,120,residential,Rosenvägen,194.5624043,13.18028644,55.71771965
286,120,residential,Rosenvägen,194.5624043,13.18102482,55.71755538
287,121,residential,Timjanvägen,290.9303588,13.18294256,55.71894856
288,121,residential,Timjanvägen,290.9303588,13.18217472,55.71883054
289,121,residential,Timjanvägen,290.9303588,13.18140687,55.71871252
290,121,residential,Timjanvägen,290.9303588,13.18064027,55.71859199
291,121,residential,Timjanvägen,290.9303588,13.17987351,55.71847175
292,122,residential,Lingonstigen,53.77224417,13.18400576,55.71741284
293,123,residential,Blåbärsstigen,55.00602327,13.18402443,55.7170096
294,124,residential,Smultronstigen,56.25001319,13.18402055,55.71661265
295,125,residential,Hallonstigen,58.35401114,13.18402875,55.71620532
296,126,residential,Björnbärsstigen,60.56669916,13.18404705,55.715801
297,127,residential,Tulpanvägen,275.5110609,13.18246979,55.71575612
298,127,residential,Tulpanvägen,275.5110609,13.18229575,55.71614212
299,127,residential,Tulpanvägen,275.5110609,13.18228585,55.71659128
300,127,residential,Tulpanvägen,275.5110609,13.18227801,55.71704045
301,127,residential,Tulpanvägen,275.5110609,13.18250443,55.7174509
302,128,residential,Vallmovägen,404.4251335,13.18164211,55.71829022
303,128,residential,Vallmovägen,404.4251335,13.1821443,55.71794591
304,128,residential,Vallmovägen,404.4251335,13.18273005,55.71764193
305,128,residential,Vallmovägen,404.4251335,13.18321436,55.7173193
306,128,residential,Vallmovägen,404.4251335,13.18322746,55.71687021
307,128,residential,Vallmovägen,404.4251335,13.18322866,55.71642103
308,128,residential,Vallmovägen,404.4251335,13.18324345,55.71597192
309,128,residential,Vallmovägen,404.4251335,13.18326196,55.71552285
310,129,path, ,309.0626447,13.18410594,55.71696409
311,129,path, ,309.0626447,13.18413008,55.71651515
312,129,path, ,309.0626447,13.18418008,55.71606686
313,129,path, ,309.0626447,13.18423782,55.71561934
314,129,path, ,309.0626447,13.18432965,55.71517354
315,129,path, ,309.0626447,13.18441049,55.71472683
316,130,residential,Violvägen,88.06369625,13.17982373,55.71881833
317,132,service, ,203.8828391,13.18329626,55.7150352
318,132,service, ,203.8828391,13.1837375,55.71466651
319,132,service, ,203.8828391,13.18422745,55.7143126
320,132,service, ,203.8828391,13.18473876,55.71396891
321,133,tertiary,Trollebergsvägen,75.10259325,13.17792913,55.70288666
322,135,residential,Skvadronsgränden,108.6301337,13.17907675,55.72231975
323,135,residential,Skvadronsgränden,108.6301337,13.17896881,55.72195103
324,136,residential,Trumpetaregränden,144.2323537,13.1777271,55.72063269
325,136,residential,Trumpetaregränden,144.2323537,13.1775942,55.72107558
326,137,residential,Danska vägen,510.6794017,13.17445965,55.72192354
327,137,residential,Danska vägen,510.6794017,13.17511089,55.72207112
328,137,residential,Danska vägen,510.6794017,13.17585126,55.72223583
329,137,residential,Danska vägen,510.6794017,13.17659832,55.72239072
330,137,residential,Danska vägen,510.6794017,13.17735222,55.72253435
331,137,residential,Danska vägen,510.6794017,13.17811334,55.72266469
332,137,residential,Danska vägen,510.6794017,13.1788923,55.72275682
333,137,residential,Danska vägen,510.6794017,13.1796683,55.72285656
334,137,residential,Danska vägen,510.6794017,13.18044531,55.72295355
335,137,residential,Danska vägen,510.6794017,13.18076854,55.72261681
336,138,residential,Svenska vägen,647.3300439,13.17486044,55.72145724
337,138,residential,Svenska vägen,647.3300439,13.17518564,55.72104914
338,138,residential,Svenska vägen,647.3300439,13.17570678,55.72070965
339,138,residential,Svenska vägen,647.3300439,13.17622964,55.720371
340,138,residential,Svenska vägen,647.3300439,13.17686359,55.72016003
341,138,residential,Svenska vägen,647.3300439,13.1776583,55.7201838
342,138,residential,Svenska vägen,647.3300439,13.17845173,55.72021807
343,138,residential,Svenska vägen,647.3300439,13.17922412,55.72032278
344,138,residential,Svenska vägen,647.3300439,13.17999164,55.72044079
345,138,residential,Svenska vägen,647.3300439,13.18044567,55.72075315
346,138,residential,Svenska vägen,647.3300439,13.18055464,55.72119806
347,138,residential,Svenska vägen,647.3300439,13.18050833,55.72164448
348,139,residential,Ryttaregränden,136.8215878,13.17679494,55.72060507
349,139,residential,Ryttaregränden,136.8215878,13.17666718,55.72104844
350,140,residential,Dragongränden,122.7430659,13.17823913,55.72201187
351,140,residential,Dragongränden,122.7430659,13.17807889,55.72245186
352,141,residential,Trumslagaregränden,120.2123931,13.17867416,55.72069771
353,141,residential,Trumslagaregränden,120.2123931,13.17854252,55.72114071
354,142,residential,Lantmannavägen,99.59481865,13.17664392,55.71848433
355,145,residential,Skördevägen,90.61457291,13.17496576,55.71675115
356,146,cycleway, ,62.54653084,13.17917813,55.71607132
357,147,cycleway, ,62.01691547,13.17900627,55.71563698
358,148,cycleway, ,339.0696387,13.18220139,55.71223797
359,148,cycleway, ,339.0696387,13.18153739,55.71244471
360,148,cycleway, ,339.0696387,13.18078935,55.71259779
361,148,cycleway, ,339.0696387,13.18040099,55.71238815
362,148,cycleway, ,339.0696387,13.18036748,55.71193935
363,148,cycleway, ,339.0696387,13.18035327,55.71149026
364,149,service, ,56.65380923,13.18708831,55.70717029
365,150,residential,Clemenstorget,99.40202461,13.18837987,55.70762043
366,151,residential,Karl XI-gatan,80.16806039,13.18910208,55.71082816
367,152,residential,Fredsgatan,99.88243723,13.18835542,55.70868915
368,153,residential,Nils Bjelkegatan,102.2992299,13.18835201,55.70962499
369,153,residential,Nils Bjelkegatan,102.2992299,13.18914761,55.70962328
370,156,residential,Karl XII-gatan,291.8679224,13.19139692,55.71053904
371,156,residential,Karl XII-gatan,291.8679224,13.19060146,55.71054777
372,156,residential,Karl XII-gatan,291.8679224,13.18980593,55.71055456
373,156,residential,Karl XII-gatan,291.8679224,13.1890114,55.71054903
374,156,residential,Karl XII-gatan,291.8679224,13.18822146,55.71049542
375,157,residential,Erik Dahlbergsgatan,106.6699469,13.19036967,55.7109971
376,157,residential,Erik Dahlbergsgatan,106.6699469,13.19029784,55.71144447
377,158,cycleway, ,406.2669099,13.18589582,55.71728474
378,158,cycleway, ,406.2669099,13.18559946,55.71770163
379,158,cycleway, ,406.2669099,13.18532474,55.71812254
380,158,cycleway, ,406.2669099,13.18512138,55.71855637
381,158,cycleway, ,406.2669099,13.18501998,55.71900097
382,158,cycleway, ,406.2669099,13.18473303,55.71941995
383,158,cycleway, ,406.2669099,13.18427491,55.71977617
384,158,cycleway, ,406.2669099,13.1842194,55.72022383
385,159,secondary,Kävlingevägen,68.37054285,13.18615886,55.71734313
386,160,residential,Karlavägen,497.1933525,13.18532894,55.71622083
387,160,residential,Karlavägen,497.1933525,13.18567999,55.71581776
388,160,residential,Karlavägen,497.1933525,13.18604809,55.71541952
389,160,residential,Karlavägen,497.1933525,13.18640099,55.71501695
390,160,residential,Karlavägen,497.1933525,13.18675884,55.71461585
391,160,residential,Karlavägen,497.1933525,13.18711404,55.71421404
392,160,residential,Karlavägen,497.1933525,13.18739159,55.71379394
393,160,residential,Karlavägen,497.1933525,13.18761068,55.71336211
394,160,residential,Karlavägen,497.1933525,13.18786446,55.71293639
395,162,residential,Norra Spolegatan,252.6374461,13.18857579,55.7129906
396,162,residential,Norra Spolegatan,252.6374461,13.18819673,55.71259596
397,162,residential,Norra Spolegatan,252.6374461,13.1875304,55.71236575
398,162,residential,Norra Spolegatan,252.6374461,13.18678453,55.71221492
399,162,residential,Norra Spolegatan,252.6374461,13.18599433,55.71216666
400,163,residential,Vasaplatsen,60.96328323,13.18771789,55.7145446
401,164,residential,Narvavägen,73.74259149,13.18629235,55.71612608
402,165,residential,Landsdomarevägen,223.6109442,13.18665858,55.71841553
403,165,residential,Landsdomarevägen,223.6109442,13.18742077,55.71853801
404,165,residential,Landsdomarevägen,223.6109442,13.18808436,55.71877929
405,165,residential,Landsdomarevägen,223.6109442,13.18871473,55.71902461
406,166,residential,Möllevångsvägen,197.8390327,13.18861467,55.71767126
407,166,residential,Möllevångsvägen,197.8390327,13.18875943,55.71811296
408,166,residential,Möllevångsvägen,197.8390327,13.18890419,55.71855466
409,172,cycleway, ,412.0891138,13.19023429,55.72045484
410,172,cycleway, ,412.0891138,13.1894875,55.72030345
411,172,cycleway, ,412.0891138,13.18882571,55.7200877
412,172,cycleway, ,412.0891138,13.18838207,55.71971485
413,172,cycleway, ,412.0891138,13.18791315,55.7193521
414,172,cycleway, ,412.0891138,13.18727295,55.71910326
415,172,cycleway, ,412.0891138,13.18652198,55.71895468
416,172,cycleway, ,412.0891138,13.18576998,55.7188077
417,173,cycleway, ,72.893359,13.18863155,55.72060882
418,174,cycleway, ,82.31195892,13.1890634,55.71956207
419,175,cycleway, ,52.5342319,13.17898985,55.71845319
420,176,cycleway, ,352.52827,13.1750629,55.72020111
421,176,cycleway, ,352.52827,13.17455843,55.72054849
422,176,cycleway, ,352.52827,13.17407055,55.72090334
423,176,cycleway, ,352.52827,13.1735623,55.721249
424,176,cycleway, ,352.52827,13.17300013,55.72155914
425,176,cycleway, ,352.52827,13.17221531,55.7216156
426,176,cycleway, ,352.52827,13.17142041,55.72160481
427,177,cycleway, ,54.35982426,13.19510563,55.72061582
428,178,cycleway, ,64.36716134,13.19544091,55.72036193
429,179,tertiary,Boställsvägen,58.1472963,13.16555522,55.71830668
430,181,tertiary,Värpinge bygata,221.6253246,13.14559242,55.70291637
431,181,tertiary,Värpinge bygata,221.6253246,13.14627429,55.70314746
432,181,tertiary,Värpinge bygata,221.6253246,13.14692285,55.70340692
433,181,tertiary,Värpinge bygata,221.6253246,13.14754809,55.70368461
434,182,residential,Gesällgatan,131.6742339,13.17542918,55.7101882
435,182,residential,Gesällgatan,131.6742339,13.17510341,55.70977871
