OBJECTID,point_id,longitude,latitude,fclass,name,depression_score,aesthetic_score,safety_score,vitality_score,start_count,end_count,road_length,ghs_population,log_start,log_end,start_end_count,log_total_count,poi_catering_density,poi_health_density,poi_leisure_density,poi_public_facility_density,poi_shopping_density,poi_tourism_density,poi_transit_density,boringness_score,wealth_score,poi_transit_dist,poi_transit_dist_500,poi_catering_dist,poi_shopping_dist,poi_health_dist,poi_leisure_dist,poi_public_facility_dist,poi_tourism_dist
796,878,13.18475921,55.71851183,cycleway,,0.407403415,0.55751111,0.277781273,0.154048456,24,14,246.0133316,1.082193136,3.218875825,2.708050201,38,3.663561646,0,0,0,0,0,0,0,0.191200704,0.268279891,106.3500702,106.3500702,487.7438722,741.905343,340.8589312,494.9394859,289.0691667,95.2754333
797,879,13.18484486,55.71806524,cycleway,,0.407993602,0.609200884,0.396723174,0.17188033,15,7,209.9824791,1.082193136,2.772588722,2.079441542,22,3.135494216,0,0,0,0,0,0,0,0.167128618,0.295753895,137.2138164,137.2138164,477.5046505,693.5666608,344.3962345,491.2508771,303.9220667,145.2437616
798,882,13.18513202,55.71672777,cycleway,,0.574937895,0.583886623,0.322001105,0.21815482,42,13,153.7073554,6.932351112,3.761200116,2.63905733,55,4.025351691,0,0,0,0,0,0,0,0.249006908,0.427699972,177.1518385,177.1518385,475.9722395,549.7473288,378.1619643,453.2424882,384.3024491,295.1970571
799,883,13.18446397,55.71142244,secondary,Kung Oskars väg,0.322757849,0.2998328,0.396672528,0.434583568,92,199,413.0801821,47.72270966,4.532599493,5.298317367,291,5.676753802,0,1,0,0,2,0,0,0.449805712,0.446495973,207.8758357,207.8758357,120.2569039,24.47919559,27.38847122,430.4973638,195.4193184,321.622205
800,884,13.1836739,55.71136948,secondary,Kung Oskars väg,0.332286036,0.306657858,0.276285354,0.322224289,91,154,463.4649484,47.72270966,4.521788577,5.043425117,245,5.505331536,0,1,0,0,1,0,0,0.359867258,0.433827209,253.632505,253.632505,109.153461,19.15787742,42.5558516,418.5865496,148.7490471,326.6647637
801,885,13.18288323,55.71131938,secondary,Kung Oskars väg,0.321612327,0.278346629,0.28327067,0.44334691,85,138,388.2899815,21.32523346,4.454347296,4.934473933,223,5.411646052,0,0,0,0,0,0,0,0.401999958,0.521157466,284.2261701,284.2261701,116.0677821,59.67149783,88.80641426,412.753507,105.3698601,335.7902977
802,886,13.1820926,55.71126903,secondary,Kung Oskars väg,0.273230549,0.170343394,0.303262973,0.387368354,164,1178,482.2323872,21.32523346,5.105945474,7.072421901,1342,7.202661197,0,0,0,0,1,0,0,0.335785734,0.345216228,264.3242302,264.3242302,138.4026643,44.04729857,137.6985526,412.9087412,71.24442918,351.8276145
803,887,13.1813007,55.71122601,secondary,Kung Oskars väg,0.464758117,0.577435842,0.68069311,0.447943867,166,1134,476.8379893,20.40953064,5.117993812,7.03438793,1300,7.170888479,0,0,0,0,2,0,0,0.369421089,0.532690235,226.5719026,226.5719026,173.2611561,30.74437594,187.2680047,419.8768468,64.42474068,374.6187109
804,888,13.20126529,55.72402516,service,,0.417856595,0.475225758,0.53937351,0.531686116,85,19,275.8095547,32.54615021,4.454347296,2.995732274,104,4.65396035,0,0,0,0,0,0,0,0.517699476,0.530351575,94.72694199,94.72694199,180.2667128,161.8879867,157.0322924,147.1686869,64.53931963,76.51415091
805,889,13.20076039,55.72418369,service,,0.346960192,0.396997184,0.332939566,0.481874505,100,161,253.8616626,32.54615021,4.615120517,5.087596335,261,5.568344504,0,0,0,0,0,0,0,0.457030738,0.485444348,107.7177054,107.7177054,215.9319916,197.4538645,193.2415318,128.274072,96.6658635,109.6484736
806,890,13.1798757,55.69359785,service,,0.501436234,0.772773601,0.745828524,0.331952744,57,120,359.9059207,36.93646622,4.060443011,4.795790546,177,5.18178355,0,0,0,0,0,0,0,0.372866439,0.544660045,50.21449629,50.21449629,85.95263442,75.47377921,90.07843305,228.9676688,81.97180488,627.7352244
807,892,13.18472255,55.68918361,residential,Smålandsvägen,0.514469249,0.572268372,0.570752484,0.329248723,10,1,168.1514822,33.95591736,2.397895273,0.693147181,11,2.48490665,0,0,0,0,0,0,0,0.29686497,0.618324097,125.3133179,125.3133179,198.6513173,489.9171024,570.6826077,263.3579464,251.4651248,180.0905889
808,893,13.18527394,55.68948858,residential,Smålandsvägen,0.558721595,0.569336791,0.634343045,0.385042323,20,0,172.0532189,59.01116562,3.044522438,0,20,3.044522438,0,0,0,0,0,0,0,0.330218633,0.66415282,107.0656618,107.0656618,246.9808494,502.8901129,569.6749392,303.939758,299.9343772,228.4637371
809,894,13.18576175,55.68979195,residential,Smålandsvägen,0.488323558,0.473284732,0.502216835,0.380854337,34,1,232.7556935,6.356022835,3.555348061,0.693147181,35,3.583518938,0,0,0,0,0,0,0,0.389586531,0.521069763,102.836858,102.836858,292.2311413,516.455292,569.8246769,342.7100918,345.5476864,273.7709392
810,895,13.18517187,55.6898404,residential,Smålandsvägen,0.564669624,0.721940167,0.541153582,0.32131754,25,0,229.9190159,59.01116562,3.258096538,0,25,3.258096538,0,0,0,0,0,0,0,0.343200799,0.581369262,72.89356367,72.89356367,269.3105669,480.2165445,538.2222692,309.5536465,325.6290994,251.2752349
811,896,13.18505202,55.69017984,residential,Smålandsvägen,0.662749801,0.751144595,0.64590735,0.37487461,21,1,328.8328087,63.61983871,3.091042453,0.693147181,22,3.135494216,0,0,0,0,0,0,1,0.349271763,0.664885543,47.33481602,47.33481602,293.5342111,459.2635842,507.9265572,293.864228,330.9228497,276.1362331
812,897,13.18558613,55.68992974,residential,Smålandsvägen,0.443441786,0.46358493,0.404462286,0.138137692,43,0,226.7943149,59.01116562,3.784189634,0,43,3.784189634,0,0,0,0,0,0,0,0.19347875,0.296190104,84.71084563,84.71084563,294.5801366,500.4798499,551.5464125,334.041562,346.8394115,276.3482976
813,898,13.18411459,55.68941728,residential,Värendsvägen,0.526637901,0.593620414,0.43081761,0.24875373,26,1,103.478915,26.62748909,3.295836866,0.693147181,27,3.33220451,0,0,0,0,0,0,0,0.320086971,0.467087593,97.64927822,97.64927822,190.2926677,443.6964254,526.1577672,231.4462499,248.8937103,172.807759
814,899,13.18254255,55.69471994,living_street,Finalgatan,0.228426011,0.182034812,0.266928144,0.474819202,53,97,190.2776696,120.0275726,3.988984047,4.584967479,150,5.017279837,0,0,0,0,0,0,0,0.386226759,0.366944551,62.11880994,62.11880994,295.0166191,281.6620215,298.9674372,242.6677479,290.1590557,500.0698525
815,900,13.18308421,55.69504038,living_street,Finalgatan,0.238652321,0.216192869,0.31272588,0.449255436,35,174,306.8991957,120.0275726,3.583518938,5.164785974,209,5.347107531,0,0,0,0,0,0,0,0.403231574,0.406850746,81.33156292,81.33156292,343.7647391,330.8305674,347.8340869,229.2304611,339.171581,459.3930335
816,901,13.18298626,55.69545082,living_street,Finalgatan,0.304805431,0.310834492,0.308642199,0.526257746,55,453,371.17175,120.0275726,4.025351691,6.118097198,508,6.232448017,0,0,0,0,0,0,0,0.547035679,0.467113845,127.4127034,127.4127034,354.0735789,359.0156954,373.9898824,191.6840095,366.1955749,415.0878746
817,902,13.18273402,55.69587682,living_street,Finalgatan,0.280370012,0.274657825,0.424571442,0.313172461,84,516,361.3177851,53.40726089,4.442651256,6.248042875,600,6.398594935,0,0,0,0,0,0,0,0.353975464,0.353883123,176.9148976,176.9148976,308.6001366,386.033382,398.9749569,164.1569082,392.2000051,371.5501434
818,903,13.18248177,55.69630283,living_street,Finalgatan,0.195667256,0.253214718,0.346528089,0.221778407,94,149,208.8881411,53.40726089,4.553876892,5.010635294,243,5.497168225,0,0,0,0,0,0,0,0.285350456,0.369694566,133.0567932,133.0567932,264.7625898,414.344731,428.3622101,148.8353071,422.5435811,329.8487488
819,904,13.18222952,55.69672884,living_street,Finalgatan,0.267456053,0.2178876,0.336522709,0.36602428,104,258,249.5405438,7.754099369,4.65396035,5.556828062,362,5.894402834,0,0,0,0,0,0,0,0.411617591,0.372459829,84.66897488,84.66897488,223.5271672,446.4769016,461.3107809,149.5205162,456.3612515,290.7762544
820,905,13.18189016,55.69713133,living_street,Finalgatan,0.226450131,0.248962509,0.25687054,0.323914132,143,504,359.4807096,105.5018158,4.9698133,6.224558429,647,6.473890696,0,0,0,0,0,0,1,0.332772818,0.359570668,45.13646642,45.13646642,191.5976683,477.0199726,492.5284844,147.9453931,488.4429196,260.601775
821,906,13.175459,55.69445459,tertiary,Västanväg,0.577490941,0.726526856,0.642039638,0.425059561,15,94,195.0930918,18.43097687,2.772588722,4.553876892,109,4.700480366,0,0,0,0,0,0,2,0.442826424,0.720135033,5.794660289,5.794660289,256.4444269,250.1527266,260.518976,356.8301172,270.2137397,692.8500644
822,907,13.17489019,55.69414087,tertiary,Västanväg,0.540372033,0.712544098,0.55732234,0.340848675,18,49,212.2480276,18.43097687,2.944438979,3.912023005,67,4.219507705,0,0,0,0,0,0,0,0.366493318,0.566132113,55.77657441,55.77657441,270.0545834,265.4089085,273.0914647,406.6931296,283.7722043,642.8843474
823,908,13.1743112,55.69383296,tertiary,Västanväg,0.549171504,0.768750649,0.53409492,0.261247419,15,12,123.0678689,0,2.772588722,2.564949357,27,3.33220451,0,0,0,0,0,0,0,0.280962791,0.488014206,105.7684154,105.7684154,292.4953396,289.3985521,294.5420135,456.6418593,305.8112954,592.8894121
824,909,13.17175949,55.69145263,residential,Vårvädersvägen,0.202479374,0.320138311,0.378326065,0.27773127,66,132,306.3742235,35.8858223,4.204692619,4.890349128,198,5.293304825,0,0,0,0,0,0,0,0.331327833,0.508044705,132.2113439,132.2113439,479.8410896,403.4988165,477.4337754,548.7016533,400.6586146,307.4394849
825,910,13.17218597,55.69183175,residential,Vårvädersvägen,0.447933156,0.519986883,0.594298169,0.430122357,36,96,252.7006657,26.1207962,3.610917913,4.574710979,132,4.890349128,0,0,0,0,0,0,0,0.42096483,0.618689258,85.94599372,85.94599372,439.6642966,377.6138485,437.673599,549.3908915,375.461217,351.2345284
826,911,13.17262817,55.69220418,residential,Vårvädersvägen,0.270021642,0.348300543,0.279102329,0.398984086,23,158,366.3953823,26.1207962,3.17805383,5.068904202,181,5.204006687,0,0,0,0,0,0,1,0.431263581,0.469619539,48.98145816,48.98145816,400.9329632,355.7765883,399.4349908,553.3709925,354.4219656,396.9037543
827,912,13.17322072,55.69202753,residential,Vårvädersvägen,0.428754725,0.47482989,0.584910633,0.643559579,32,116,419.0600808,67.21140289,3.496507561,4.762173935,148,5.003946306,0,0,0,0,0,0,0,0.535049144,0.682660285,86.49688666,86.49688666,371.0581888,315.5787676,369.0632723,512.4447056,313.9852746,418.5393555
828,913,13.17289086,55.69161918,residential,Vårvädersvägen,0.485352391,0.510385489,0.474703173,0.456145972,67,11,308.3032407,35.8858223,4.219507705,2.48490665,78,4.369447852,0,0,0,0,0,0,0,0.396294236,0.614927866,115.616399,115.616399,407.2283027,332.2057171,404.6659909,499.6540905,329.6775139,379.6630127
829,914,13.17255363,55.69121237,residential,Vårvädersvägen,0.318138178,0.425404022,0.386124478,0.306115586,54,30,374.6576801,35.8858223,4.007333185,3.433987204,84,4.442651256,0,0,0,0,0,0,0,0.333361279,0.480342586,155.4876293,155.4876293,446.3948511,355.5804971,443.3809424,492.1170557,352.2691533,343.280296
830,915,13.17223031,55.69080218,residential,Vårvädersvägen,0.212127992,0.313249896,0.232545011,0.195387133,5,23,402.4399897,30.04394531,1.791759469,3.17805383,28,3.36729583,0,0,0,0,0,0,0,0.219522013,0.246978393,150.5314664,150.5314664,487.0054558,383.3071289,483.6174827,488.644901,379.3546444,311.482773
831,919,13.17211985,55.68853776,service,,0.266600985,0.392492699,0.136458471,0.13336631,1,0,339.6510712,27.90167427,0.693147181,0,1,0.693147181,0,0,0,0,0,0,0,0.247474872,0.185219431,243.6188047,243.6188047,639.5779959,508.6321571,655.9393166,451.8248615,502.5509521,326.6279325
832,920,13.17426118,55.69079423,residential,Virvelvindsvägen,0.278451568,0.345317019,0.472289259,0.380801732,13,40,285.067066,85.72807312,2.63905733,3.713572067,53,3.988984047,0,0,0,0,0,0,0,0.331712646,0.596382663,57.46686078,57.46686078,385.4542275,260.6669162,381.0899025,376.3968247,256.1427205,437.04403
833,921,13.17453008,55.69121697,residential,Virvelvindsvägen,0.239662156,0.303106038,0.344086222,0.270556895,32,42,219.7300209,56.19081879,3.496507561,3.761200116,74,4.317488114,0,0,0,0,0,0,0,0.349279994,0.364175977,103.486032,103.486032,342.062238,232.4146365,338.0648887,391.0564528,228.7960766,462.7742152
834,922,13.17479187,55.69164111,residential,Virvelvindsvägen,0.34787854,0.368721824,0.376124244,0.502928395,35,63,398.9933484,56.19081879,3.583518938,4.158883083,98,4.59511985,0,0,0,0,0,0,0,0.606345452,0.498322917,152.129872,152.129872,301.0175713,212.7874922,297.526246,411.7294334,210.4241762,491.8789449
835,923,13.1754637,55.69153203,residential,Virvelvindsvägen,0.387944986,0.435227193,0.439052809,0.465200692,33,56,468.1823785,56.19081879,3.526360525,4.043051268,89,4.49980967,0,0,0,0,0,0,0,0.467634488,0.516142407,151.5299592,151.5299592,274.427777,170.4427919,270.2641855,374.6616738,167.7160646,528.5564927
836,924,13.17527723,55.69109543,residential,Virvelvindsvägen,0.222797042,0.280599841,0.510738175,0.420968832,31,16,389.2468602,56.19081879,3.465735903,2.833213344,47,3.871201011,0,0,0,0,0,0,0,0.265115084,0.557476966,102.0217172,102.0217172,316.1819877,189.5820845,311.5346793,347.0792642,185.3618228,505.715145
837,925,13.1750921,55.69065858,residential,Virvelvindsvägen,0.187109839,0.236718671,0.413003891,0.305907435,18,45,424.1821325,56.19081879,2.944438979,3.828641396,63,4.158883083,0,0,0,0,0,0,0,0.314769598,0.474522602,53.44386938,53.44386938,360.0084659,218.6401184,355.0199746,324.8082771,213.4501262,487.0324418
838,926,13.17488169,55.69022546,residential,Virvelvindsvägen,0.348139818,0.485597862,0.431448731,0.251679813,21,181,606.8937191,56.19081879,3.091042453,5.204006687,202,5.313205979,0,0,0,0,0,0,2,0.255515607,0.431894259,15.79320775,15.79320775,405.89635,255.3364917,400.6761241,310.6923724,249.5807333,455.4749232
839,927,13.17690711,55.69043279,residential,Tordönsvägen,0.334108755,0.225207281,0.414049036,0.332125312,15,54,396.7277929,72.66208649,2.772588722,4.007333185,69,4.248495242,0,0,0,0,0,0,0,0.307793825,0.476748452,144.215091,144.215091,322.4468237,149.4209367,316.2702221,222.705927,142.7914116,433.7443697
840,928,13.17701098,55.69087813,residential,Tordönsvägen,0.276087726,0.326315871,0.269731437,0.260863832,33,82,359.3846322,72.66208649,3.526360525,4.418840608,115,4.753590191,0,0,0,0,0,0,0,0.282238338,0.221497316,164.7441866,164.7441866,274.2154074,106.0760081,268.1664088,258.0821039,99.79572562,459.4978726
841,929,13.1771192,55.69132302,residential,Tordönsvägen,0.478725994,0.391449801,0.53659638,0.556733958,57,258,506.885602,72.66208649,4.060443011,5.556828062,315,5.755742214,0,0,0,0,0,0,0,0.545491382,0.648443084,196.3581383,196.3581383,226.6683384,71.72041093,220.8192298,297.5130239,67.05249538,488.7959389
842,930,13.17783374,55.69128722,residential,Tordönsvägen,0.441065252,0.380415706,0.617950134,0.478344534,43,159,551.6575684,49.30947495,3.784189634,5.075173815,202,5.313205979,0,0,0,1,1,0,0,0.472583182,0.743361488,209.836882,209.836882,213.4495819,37.92226917,207.0601527,276.1992523,31.35509743,455.745466
843,931,13.17781102,55.69083823,residential,Tordönsvägen,0.41593454,0.315937481,0.508361164,0.402500762,25,23,406.5480213,49.30947495,3.258096538,3.17805383,48,3.891820298,0,0,0,0,0,0,0,0.391874228,0.519589514,179.6093318,179.6093318,262.1059144,84.43631756,255.6192447,230.1164858,77.79916407,419.7940311
844,932,13.17778517,55.69038927,residential,Tordönsvägen,0.280583514,0.213236451,0.302591218,0.226591528,20,26,486.7329428,49.30947495,3.044522438,3.295836866,46,3.850147602,0,0,0,0,0,0,0,0.272202006,0.423725922,159.8354229,159.8354229,311.2244826,133.5255612,304.6817755,186.1676091,127.0017657,387.127964
845,933,13.17775782,55.68994034,residential,Tordönsvägen,0.304556355,0.283929497,0.228269959,0.386176035,19,87,668.3596034,76.74171448,2.995732274,4.477336814,106,4.672828834,0,0,0,0,0,0,0,0.31839449,0.495358262,154.4807577,154.4807577,351.4255097,183.1183086,354.0206387,146.2253903,176.6617642,358.5621018
846,934,13.17963177,55.6903832,residential,Blidvädersvägen,0.247686323,0.165553694,0.266705235,0.27013713,27,84,352.9348925,124.8291626,3.33220451,4.442651256,111,4.718498871,0,0,0,0,0,0,0,0.290756002,0.41048895,59.14442841,59.14442841,306.0938861,160.6645758,303.2619985,162.0036741,157.2580185,306.6906013
847,935,13.17956435,55.69083069,residential,Blidvädersvägen,0.430720831,0.369140454,0.537191904,0.447226971,25,113,398.1168007,124.8291626,3.258096538,4.736198448,138,4.934473933,0,0,0,0,0,0,0,0.36415749,0.589211626,104.5645788,104.5645788,260.1466402,119.9598725,253.5110502,211.0211852,117.8838907,350.3819606
848,936,13.1795124,55.69127879,residential,Blidvädersvägen,0.50477919,0.52514283,0.562468242,0.334608696,56,114,461.7375264,64.53636169,4.043051268,4.744932128,170,5.141663557,0,0,0,0,0,0,0,0.38365566,0.597031575,152.6449466,152.6449466,210.6233485,90.13341648,204.0235039,260.5316813,90.69512873,395.1629366
849,937,13.18233807,55.69065351,residential,Gråvädersvägen,0.28517989,0.178135862,0.345059703,0.327797031,45,149,212.3654915,95.82468414,3.828641396,5.010635294,194,5.272999559,0,0,0,0,0,0,0,0.341404086,0.489043165,131.3335898,131.3335898,287.8921241,280.9412809,348.9302074,216.0475512,281.3016387,278.0007871
850,938,13.18211876,55.69108529,residential,Gråvädersvägen,0.530046415,0.531116295,0.609323416,0.607150078,84,179,160.4125451,72.3416748,4.442651256,5.192956851,263,5.575949103,0,0,0,0,0,0,0,0.465206791,0.613530912,164.6706736,164.6706736,308.8306534,253.8027166,303.7968284,173.1869754,255.2151712,326.7737512
851,939,13.18189727,55.69151668,residential,Gråvädersvägen,0.445947055,0.500770589,0.548777979,0.532259773,96,127,376.6594424,72.3416748,4.574710979,4.852030264,223,5.411646052,0,0,0,0,0,0,0,0.488202967,0.572755668,196.6531393,196.6531393,265.0051269,234.1797468,260.3735979,135.4260619,236.7999269,375.840128
852,940,13.18253843,55.69163764,residential,Gråvädersvägen,0.415925068,0.392446524,0.442287132,0.413241539,59,65,398.8094229,95.7464447,4.094344562,4.189654742,124,4.828313737,0,0,0,0,0,0,0,0.345983393,0.430819664,187.6411698,187.6411698,288.0037894,262.128531,284.0418024,106.5764947,274.2368793,387.3439232
853,941,13.18285691,55.69122647,residential,Gråvädersvägen,0.231877946,0.33864741,0.444482994,0.444599533,53,38,145.199611,95.7464447,3.988984047,3.663561646,91,4.521788577,0,0,0,0,0,0,0,0.381020327,0.529351323,139.4463829,139.4463829,331.7331953,296.8981224,327.3500347,148.3611761,298.8484319,342.2769999
854,942,13.18316657,55.69081273,residential,Gråvädersvägen,0.190201547,0.197058952,0.21025063,0.219819848,26,20,105.4486145,81.69687653,3.295836866,3.044522438,46,3.850147602,0,0,0,0,0,0,0,0.269314306,0.264903139,93.37702305,93.37702305,310.8724569,324.9962504,372.1102849,194.306089,326.0726225,298.4084599
855,943,13.18477468,55.69146484,residential,Östanväg,0.521521129,0.424273226,0.615607329,0.52311708,46,126,440.7434815,91.69289398,3.850147602,4.844187086,172,5.153291594,0,0,0,0,0,0,0,0.464964505,0.704128299,93.63742017,93.63742017,409.9460912,392.4909482,416.0704168,164.2665109,215.8914808,394.7387326
856,944,13.18438682,55.69185699,residential,Östanväg,0.593241148,0.625188388,0.777398758,0.55701584,38,93,413.5369668,91.69289398,3.663561646,4.543294782,131,4.882801923,0,0,0,0,0,0,0,0.476061549,0.768809285,142.742319,142.742319,379.0699723,352.289344,376.4506409,116.1253368,203.9275267,428.3711785
857,945,13.18403535,55.69225983,residential,Östanväg,0.448436283,0.44189397,0.579114024,0.401656376,28,42,408.6593362,91.69289398,3.36729583,3.761200116,70,4.262679877,0,0,0,0,0,0,0,0.327466195,0.527372764,192.5412464,192.5412464,343.4695085,316.7756859,341.4718586,72.07474472,201.3036505,466.5884166
858,946,13.18373288,55.69267482,residential,Östanväg,0.501830585,0.468053825,0.521879803,0.407029234,36,95,391.038964,95.7464447,3.610917913,4.564348191,131,4.882801923,0,0,1,0,0,0,0,0.379724771,0.647490375,184.4231891,184.4231891,314.6635376,288.4823039,313.484703,46.95056185,207.6051745,508.6541177
859,947,13.1834605,55.69309682,residential,Östanväg,0.515894514,0.506010458,0.623344922,0.383152135,52,72,441.2853331,95.16896057,3.970291914,4.290459441,124,4.828313737,0,0,0,0,0,0,0,0.337543452,0.589279499,135.3837595,135.3837595,293.5080977,268.5320104,293.3328142,66.33343668,223.2662,553.0141499
860,948,13.18320405,55.69352196,residential,Östanväg,0.394571291,0.544421859,0.400081121,0.211077839,61,63,444.9536249,95.16896057,4.127134385,4.158883083,124,4.828313737,0,0,0,0,0,0,0,0.261717794,0.3992266,87.08194151,87.08194151,280.8302891,257.9498914,281.7884939,108.1340348,247.3070401,598.6849936
861,949,13.18295463,55.69394847,residential,Östanväg,0.529788502,0.64538398,0.571537215,0.248572565,43,136,600.9194832,51.8094101,3.784189634,4.919980926,179,5.192956851,0,0,0,0,0,0,2,0.243408395,0.365163662,42.5488039,42.5488039,277.2042304,257.3043068,279.3298277,155.0101161,268.627038,581.0037107
862,950,13.18180419,55.68965415,tertiary,Sankt Lars väg,0.329945142,0.411594057,0.505631762,0.355866622,51,219,515.8061693,81.05606079,3.951243719,5.393627546,270,5.602118821,0,0,0,0,0,0,0,0.227416524,0.388935068,97.03057771,97.03057771,178.892383,312.2715116,424.3254084,119.0048197,237.5382676,172.3318863
863,951,13.20653583,55.71616753,residential,Göingegatan,0.624749403,0.645891767,0.490041474,0.435535444,56,98,167.9644056,16.11223412,4.043051268,4.59511985,154,5.043425117,0,0,0,0,0,0,0,0.491669614,0.629116499,58.3888565,58.3888565,101.7150296,109.0137123,405.1080909,571.1477637,432.106953,221.7087029
864,952,13.20617398,55.71552399,residential,Albogatan,0.449327664,0.45832254,0.394119507,0.293321855,55,67,100.0096499,44.47383118,4.025351691,4.219507705,122,4.812184355,0,0,0,0,0,0,0,0.323333154,0.48118023,132.9383513,132.9383513,99.65428006,160.364117,395.9581087,502.7114989,373.7227771,215.3645409
865,953,13.20564063,55.71519076,residential,Albogatan,0.662006218,0.693034276,0.606477095,0.505605573,59,54,168.735278,44.47383118,4.094344562,4.007333185,113,4.736198448,0,0,0,0,0,0,0,0.445420455,0.747621298,178.2214451,178.2214451,108.2955512,209.5746922,376.6441134,452.744896,357.1777538,240.1608126
866,955,13.20478428,55.71445215,residential,Albogatan,0.697898477,0.67492874,0.59852045,0.436875977,31,71,320.3584065,33.03934479,3.465735903,4.276666119,102,4.634728988,0,0,0,0,0,0,0,0.435318612,0.818209596,200.0265924,200.0265924,180.9555712,304.6365654,349.8765605,356.6650375,328.8585085,280.9660194
867,956,13.20445192,55.71559206,residential,Onsjögatan,0.69765301,0.684734587,0.672006667,0.548066594,52,44,149.3979518,24.78565598,3.970291914,3.80666249,96,4.574710979,0,0,0,0,0,0,0,0.432612369,0.79804112,138.6371804,138.6371804,61.52096273,252.9996753,290.7257633,441.3414129,404.6416029,321.6911527
868,957,13.20480621,55.71518985,residential,Onsjögatan,0.716445763,0.705874845,0.578154508,0.518616078,56,122,162.1163918,24.78565598,4.043051268,4.812184355,178,5.187385806,0,0,0,0,0,0,0,0.49748319,0.716713931,175.8321761,175.8321761,98.90879286,252.5119516,328.9969242,418.0112541,386.0781576,292.2578575
869,958,13.20523534,55.71483197,residential,Onsjögatan,0.682252228,0.580802184,0.496894989,0.30755106,54,118,235.797674,24.78565598,4.007333185,4.779123493,172,5.153291594,0,0,0,0,0,0,0,0.358743615,0.64305301,219.3105623,219.3105623,139.8258498,254.9537532,363.7855936,406.4194957,339.7577793,264.0303039
870,959,13.16564933,55.70357467,residential,Rinnebäcksvägen,0.529220719,0.6838498,0.442148145,0.184986171,59,22,416.0156127,25.04257965,4.094344562,3.135494216,81,4.406719247,0,0,0,0,0,0,0,0.265191127,0.487878568,64.67695989,64.67695989,377.7289532,122.4207703,926.4313344,213.1622135,174.4443183,401.3488643
871,960,13.16554541,55.70401798,residential,Rinnebäcksvägen,0.578805547,0.724191401,0.446983863,0.318252424,40,2,314.5305669,25.04257965,3.713572067,1.098612289,42,3.761200116,0,0,0,0,0,0,0,0.319268204,0.503702624,103.2119543,103.2119543,374.2869246,160.4982708,936.7049765,194.5486172,211.8443575,392.3087804
872,961,13.1652474,55.70443407,residential,Rinnebäcksvägen,0.524988906,0.622862987,0.481796838,0.27184877,26,4,302.3846021,22.94421577,3.295836866,1.609437912,30,3.433987204,0,0,0,0,0,0,0,0.269847633,0.563538086,143.4432052,143.4432052,364.8676306,197.2108452,961.0853791,175.1850586,237.5709847,376.9717658
873,962,13.16480151,55.70480548,residential,Rinnebäcksvägen,0.496339079,0.716104716,0.224060199,0.235145144,42,10,298.6277451,22.94421577,3.761200116,2.397895273,52,3.970291914,0,0,0,0,0,0,0,0.322094811,0.380235145,183.5997937,183.5997937,351.6626325,232.6908664,995.5906424,158.3874358,261.9287971,357.5642632
874,963,13.16428927,55.70506536,residential,Rinnebäcksvägen,0.568288658,0.71949067,0.503892904,0.423540554,55,11,239.7504376,18.08439445,4.025351691,2.48490665,66,4.204692619,0,0,0,0,0,0,0,0.427492803,0.600320261,203.9961737,203.9961737,335.4079202,260.4136395,1015.392404,145.2912257,247.3423334,335.8555423
875,964,13.16430173,55.70458928,residential,Kyrkoled,0.537934478,0.65822413,0.664481457,0.479757156,24,1,161.2717132,18.08439445,3.218875825,0.693147181,25,3.258096538,0,0,0,0,0,0,0,0.424695469,0.840606451,164.2103377,164.2103377,313.559605,207.4219089,1022.457768,120.5197064,225.3894003,321.3759675
876,965,13.16434098,55.70414068,residential,Kyrkoled,0.45939265,0.531897709,0.5001217,0.367827432,23,0,100.0139121,44.61678314,3.17805383,0,23,3.17805383,0,0,0,0,0,0,0,0.356218531,0.55528434,115.5639769,115.5639769,301.8587677,157.4367292,1013.424116,117.7411913,182.4730774,317.0927778
877,966,13.16443441,55.70369469,residential,Kyrkoled,0.698940262,0.764619023,0.74376712,0.582741864,48,3,100.0770855,25.04257965,3.891820298,1.386294361,51,3.951243719,0,0,0,0,0,0,0,0.485169355,0.828685388,67.48095411,67.48095411,301.6034203,107.7478707,1003.412571,137.8018709,140.6972715,324.0034473
878,967,13.16440728,55.70324636,residential,Kyrkoled,0.464374516,0.516336318,0.371341513,0.243666881,42,105,415.0797102,45.97742081,3.761200116,4.663439094,147,4.997212274,0,0,0,0,0,0,1,0.321735224,0.486110568,34.46841919,34.46841919,302.0416412,57.83230864,1003.387528,165.1581214,100.5053177,330.9537284
879,968,13.1466428,55.70376334,residential,Trolles backe,0.405171346,0.587546069,0.367120951,0.23179811,0,0,197.028079,4.879916191,0,0,0,0,0,0,0,0,0,0,2,0.23215095,0.535347085,42.16675122,42.16675122,817.1578845,803.7195104,1372.342387,802.1143929,131.0251671,233.701161
880,970,13.16518928,55.69936266,residential,Folkparksvägen,0.397132777,0.699182574,0.402965898,0.255957663,5,1,270.9450469,11.17787838,1.791759469,0.693147181,6,1.945910149,0,0,0,0,0,0,0,0.268088236,0.439019685,422.7336422,422.7336422,585.4300392,366.1186903,1043.530863,570.495593,332.8538698,633.141375
