OBJECTID,point_id,longitude,latitude,fclass,name,depression_score,aesthetic_score,safety_score,vitality_score,start_count,end_count,road_length,ghs_population,log_start,log_end,start_end_count,log_total_count,poi_catering_density,poi_health_density,poi_leisure_density,poi_public_facility_density,poi_shopping_density,poi_tourism_density,poi_transit_density,boringness_score,wealth_score,poi_transit_dist,poi_transit_dist_500,poi_catering_dist,poi_shopping_dist,poi_health_dist,poi_leisure_dist,poi_public_facility_dist,poi_tourism_dist
1,0,13.17752387,55.71513658,path,,0.513399355,0.575592779,0.60384883,0.51956543,13,123,192.028179,45.64443588,2.63905733,4.820281566,136,4.919980926,0,0,0,0,0,0,0,0.538650673,0.676627874,66.02058011,66.02058011,530.6237839,378.9957864,201.0570688,86.17577558,96.65431458,632.2319195
2,1,13.17831336,55.71512723,path,,0.468809241,0.558236986,0.509324078,0.520850204,20,90,219.9563537,35.77552414,3.044522438,4.510859507,110,4.709530201,0,0,0,0,0,0,0,0.519601546,0.675059404,110.2611024,110.2611024,570.7054516,428.1318481,246.7129209,80.69422172,146.1847386,600.9409787
3,2,13.18840988,55.71152306,secondary,Kung Oskars väg,0.339509245,0.387623928,0.412795521,0.433903039,266,414,348.697299,73.38468933,5.587248658,6.02827852,680,6.523562306,1,0,0,0,1,0,0,0.442294804,0.467206925,96.41900499,96.41900499,47.64371594,49.86070577,262.0006541,473.2078514,306.6526834,116.8680449
4,3,13.20039909,55.71495966,secondary,Getingevägen,0.689985637,0.753719255,0.698958278,0.539438222,94,110,488.496923,12.2788763,4.553876892,4.709530201,204,5.323009979,0,0,0,0,0,0,0,0.518584963,0.799800694,61.92058645,61.92058645,168.7516217,236.2092365,88.9782432,300.835243,246.5770431,144.4073232
5,4,13.20111579,55.71515482,secondary,Getingevägen,0.596256442,0.601181615,0.51665476,0.470121644,119,88,394.8651295,9.793260574,4.787491743,4.48863637,207,5.33753808,0,0,0,0,0,0,1,0.451990368,0.726744056,13.53640435,13.53640435,207.7778279,244.0897462,107.7018853,323.5283907,271.5355914,192.9402255
6,5,13.20183031,55.71535251,secondary,Getingevägen,0.58731705,0.640361123,0.654542822,0.531831343,84,39,440.0892039,9.793260574,4.442651256,3.688879454,123,4.820281566,0,0,0,0,0,0,1,0.387387808,0.802457914,39.08747968,39.08747968,210.4771879,261.1830941,142.2207156,352.1546861,302.9895719,224.4925134
7,6,13.20254415,55.71555099,secondary,Getingevägen,0.620417196,0.550350446,0.506124072,0.55273867,52,75,712.3939743,11.39021969,3.970291914,4.33073334,127,4.852030264,0,0,0,0,0,0,1,0.386587333,0.689485047,43.05691493,43.05691493,160.6160917,286.01905,183.9464992,385.2396559,338.9949314,232.8323088
8,7,13.21034009,55.69704002,secondary,Tornavägen,0.581365995,0.731530711,0.658132814,0.227356021,59,9,481.7303135,16.57390213,4.094344562,2.302585093,68,4.234106505,0,0,0,0,0,0,0,0.23611504,0.383129926,292.5256443,292.5256443,352.3387578,597.4657292,258.2542611,274.2891753,317.7516735,395.6690292
9,8,13.21046376,55.69748375,secondary,Tornavägen,0.623906665,0.73984921,0.680740857,0.354821132,92,57,483.865411,16.57390213,4.532599493,4.060443011,149,5.010635294,0,0,0,0,0,0,0,0.269566735,0.523516476,250.6375119,250.6375119,347.5562001,592.1570558,214.2327529,234.4171768,310.7296631,434.514059
10,9,13.21058974,55.69792728,secondary,Tornavägen,0.610917628,0.62714852,0.623934615,0.386553772,139,34,391.9493984,13.06596279,4.941642423,3.555348061,173,5.159055299,0,0,0,0,0,0,0,0.349679582,0.537524574,212.187234,212.187234,327.9346386,591.191957,173.3871376,199.0556918,303.8752732,475.529061
11,10,13.21071509,55.69837087,secondary,Tornavägen,0.626476523,0.72274413,0.722862314,0.337018728,132,27,365.9534939,13.06596279,4.890349128,3.33220451,159,5.075173815,0,0,0,0,0,0,0,0.348070843,0.48475429,179.5536957,179.5536957,303.7790167,594.4058116,138.7063841,171.1934454,293.4526873,518.1047689
12,11,13.21083985,55.6988145,secondary,Tornavägen,0.525550649,0.592417285,0.704185117,0.473602111,172,38,310.7919569,23.58422852,5.153291594,3.663561646,210,5.351858133,0,0,0,0,0,0,0,0.452953797,0.713569365,152.5879313,152.5879313,286.3596907,601.7342091,115.8632818,154.9283268,274.4912322,561.8864687
13,12,13.18274267,55.6897202,tertiary,Klostergårdsvägen,0.339962885,0.466951542,0.190099969,0.142546172,28,31,342.0692039,26.62748909,3.36729583,3.465735903,59,4.094344562,0,0,0,0,0,0,0,0.163563691,0.218298988,117.6941768,117.6941768,186.4754607,353.3468194,447.5815145,167.7072933,248.8317007,174.5363279
14,13,13.18344792,55.68992649,tertiary,Klostergårdsvägen,0.351161269,0.482089927,0.21102947,0.148335658,25,6,344.9000702,26.62748909,3.258096538,1.945910149,31,3.465735903,0,0,0,0,0,0,0,0.194930873,0.232083379,68.08918961,68.08918961,220.0493302,378.6487361,455.7717472,217.2304523,282.3544364,205.5567331
15,14,13.1840947,55.69018766,tertiary,Klostergårdsvägen,0.365803644,0.512608074,0.346064892,0.238001629,18,4,373.4770508,81.69687653,2.944438979,1.609437912,22,3.135494216,0,0,0,0,0,0,1,0.242499301,0.307387579,18.10738571,18.10738571,262.7556928,402.7607705,462.2741896,267.2014729,324.2330459,246.9968182
16,15,13.18472592,55.69046086,tertiary,Klostergårdsvägen,0.467103142,0.641459264,0.543140618,0.287003761,15,11,443.1294964,63.61983871,2.772588722,2.48490665,26,3.295836866,0,0,0,0,0,0,2,0.230668574,0.45100729,31.89177947,31.89177947,308.3247979,430.0184051,472.3929752,256.8218982,310.9702761,291.8389442
17,16,13.18537221,55.69072178,tertiary,Klostergårdsvägen,0.318538227,0.473932473,0.31936664,0.170018313,39,15,658.3374964,63.61983871,3.688879454,2.772588722,54,4.007333185,0,0,0,0,0,0,1,0.260970932,0.280752525,14.23022612,14.23022612,354.4691676,462.3065463,488.9850194,252.2699035,267.4577711,337.4770223
18,17,13.19847271,55.70719362,residential,Sölvegatan,0.81039428,0.910298407,0.707212001,0.54461436,179,85,395.3296048,66.39273834,5.192956851,4.454347296,264,5.579729826,0,0,0,1,0,0,1,0.637289952,0.654966062,47.59887581,47.59887581,91.62212206,84.78391155,352.3187751,258.1064483,31.11354344,149.3033555
19,18,13.19888868,55.70757652,residential,Sölvegatan,0.729508355,0.916062646,0.716195572,0.581154319,393,68,331.9448244,74.08643341,5.976350909,4.234106505,461,6.135564891,0,0,0,0,2,0,1,0.636011288,0.723576665,2.400815513,2.400815513,75.44619386,34.93647332,357.5084766,307.1988699,80.86900637,186.2135752
20,19,13.19930697,55.70795854,residential,Sölvegatan,0.767980389,0.861880749,0.849098578,0.778489739,380,121,358.9886272,44.57056808,5.942799375,4.804021045,501,6.21860012,0,0,0,0,2,0,1,0.694901951,0.874079391,9.28645293,9.28645293,79.54256114,12.31502432,310.6330288,356.5624386,130.810078,228.2447348
21,20,13.19972559,55.70834047,residential,Sölvegatan,0.893476263,0.966837391,0.915582865,0.903415039,354,140,293.6801881,44.57056808,5.872117789,4.94875989,494,6.204557763,0,0,0,0,0,0,1,0.864068225,0.929414511,40.71040674,40.71040674,63.70806606,60.08986928,264.9077376,406.0849556,161.2131808,215.4778354
22,21,13.20013171,55.70872674,residential,Sölvegatan,0.83352153,0.935490571,0.836066492,0.773850247,405,204,258.113903,52.64717865,6.00635316,5.323009979,609,6.413458957,0,0,0,0,0,0,0,0.69802868,0.842500582,90.70870041,90.70870041,81.68481541,109.7946959,220.5587753,394.6546579,111.994782,209.1957145
23,22,13.2156238,55.71555268,residential,Ideongatan,0.192990333,0.447101653,0.409054983,0.213423931,81,7,378.3242969,69.92188263,4.406719247,2.079441542,88,4.48863637,0,0,0,0,0,0,0,0.204517749,0.369872207,65.29785168,65.29785168,81.82426005,101.3327871,500.8352667,618.5258776,152.100869,80.06790549
24,23,13.2164172,55.71558634,residential,Ideongatan,0.281396662,0.551677015,0.547445737,0.204821065,82,66,483.0370411,29.63555717,4.418840608,4.204692619,148,5.003946306,0,0,0,0,0,0,0,0.191748696,0.408808332,52.86252271,52.86252271,80.7506857,127.4876426,484.2640561,625.3955704,178.8529089,118.5814977
25,24,13.22378632,55.71553911,tertiary,Ideongatan,0.210084915,0.436101686,0.185752071,0.108561232,18,41,525.3146151,17.21239662,2.944438979,3.737669618,59,4.094344562,0,0,0,0,0,0,0,0.191647742,0.136460826,81.34567088,81.34567088,229.4478997,275.8646875,456.5605237,616.9943748,384.8823012,563.2082522
26,25,13.22890537,55.71826036,tertiary,Telefongatan,0.361695377,0.695078894,0.466185972,0.239242685,30,8,393.0700271,87.55986023,3.433987204,2.197224577,38,3.663561646,0,0,0,0,0,0,0,0.300650378,0.442962728,114.8009693,114.8009693,85.71169003,184.16829,232.3085945,521.3044904,84.13077733,760.9734547
27,26,13.22892788,55.71781142,tertiary,Telefongatan,0.205379467,0.346026815,0.42178948,0.308464458,48,57,467.2111198,87.55986023,3.891820298,4.060443011,105,4.663439094,1,0,0,0,0,0,0,0.22183636,0.3673809,130.5720812,130.5720812,46.00099394,195.7439452,200.7551158,556.9125367,56.8338691,805.0415247
28,27,13.22893401,55.71736224,tertiary,Telefongatan,0.434040262,0.704881661,0.787578799,0.444904506,56,66,448.4435013,48.88916779,4.043051268,4.204692619,122,4.812184355,1,0,0,0,0,0,0,0.323134452,0.619635008,80.81468149,80.81468149,44.2837998,202.1898108,171.2586842,576.0693413,67.04442582,849.316154
29,28,13.22893774,55.71691306,tertiary,Telefongatan,0.46768399,0.705960579,0.723497443,0.341897754,68,172,508.8764513,48.88916779,4.234106505,5.153291594,240,5.484796933,0,0,0,0,0,0,2,0.258461999,0.522436343,31.873838,31.873838,57.72332995,201.0544807,141.6380544,589.1411232,103.8086562,862.975127
30,29,13.2289457,55.71646391,tertiary,Telefongatan,0.356206676,0.627540015,0.678774916,0.346872462,70,333,546.6742264,28.03434944,4.262679877,5.811140993,403,6.001414878,0,0,0,0,0,0,2,0.272178518,0.58705518,10.82028166,10.82028166,90.42656602,211.797543,125.4066071,605.8207084,110.5383073,824.9264331
31,30,13.14984025,55.71384141,secondary,Västra Ringen,0.373659506,0.61622775,0.247274281,0.098450781,0,0,276.073641,16.97062492,0,0,0,0,0,0,0,0,0,0,0,0.105722576,0.172739058,336.6984846,336.6984846,226.4112428,174.3245162,601.8186655,1123.090592,554.6203559,1135.81323
32,31,13.14996859,55.71428472,secondary,Västra Ringen,0.332909452,0.593830552,0.275075316,0.088367954,0,0,321.1156902,10.70423889,0,0,0,0,0,0,0,0,0,0,0,0.098313237,0.162119851,306.5815493,306.5815493,224.053239,130.3921494,596.5227166,1158.65246,543.8167163,1108.963034
33,32,13.15009535,55.71472817,secondary,Västra Ringen,0.332811527,0.605741791,0.304318485,0.084182111,0,0,255.0328528,10.70423889,0,0,0,0,0,0,0,0,0,0,0,0.098153717,0.196859111,282.2591914,282.2591914,232.7714506,92.8959331,595.4937369,1195.315399,537.5661478,1083.843854
34,33,13.15020151,55.71517335,secondary,Västra Ringen,0.246124335,0.453386206,0.243019931,0.065382833,0,0,249.545065,0,0,0,0,0,0,0,0,0,0,0,0,0.095481209,0.189837144,266.5010966,266.5010966,252.4841385,73.80662234,599.9533353,1233.75355,537.2354922,1061.665373
35,34,13.15030767,55.71561853,secondary,Västra Ringen,0.230145654,0.450286319,0.129807108,0.04258921,0,0,289.9224918,0,0,0,0,0,0,0,0,0,0,0,0,0.06986258,0.104681179,259.5681441,259.5681441,279.846496,85.23651809,608.502727,1272.995262,541.5412446,1041.417274
36,35,13.15040607,55.71606427,secondary,Västra Ringen,0.203352706,0.396363813,0.131210539,0.034846748,0,0,290.231312,9.564635277,0,0,0,0,0,0,0,0,0,0,0,0.074156081,0.072545001,262.6468927,262.6468927,313.2040905,118.9749489,621.4427516,1313.256669,550.8531116,1023.676745
37,36,13.15050437,55.71651002,secondary,Västra Ringen,0.264591294,0.500996854,0.163451253,0.071803664,0,0,273.509935,9.564635277,0,0,0,0,0,0,0,0,0,0,0,0.12724375,0.141730313,274.9444878,274.9444878,350.5459469,161.3868908,638.055156,1354.171265,564.462894,1008.112338
38,37,13.15060268,55.71695578,secondary,Västra Ringen,0.327388091,0.503277089,0.238682354,0.117587059,0,0,199.0613443,0.011804363,0,0,0,0,0,0,0,0,0,0,0,0.149549167,0.327355605,295.3060171,295.3060171,390.72837,207.2118611,658.0561333,1395.678578,582.0632912,994.8193971
39,38,13.15069663,55.71740183,secondary,Västra Ringen,0.450026447,0.506794767,0.193484199,0.154707301,0,0,198.8624153,0.011804363,0,0,0,0,0,0,0,0,0,0,0,0.234651124,0.342129234,321.1147701,321.1147701,433.0995423,254.6909156,681.3867928,1437.872195,603.549575,984.1617573
40,39,13.19490381,55.70612707,residential,Paradisgatan,0.23993108,0.286100866,0.228137794,0.254791277,265,223,132.7829615,160.7185516,5.583496309,5.411646052,488,6.192362489,0,0,0,1,0,1,0,0.480834188,0.499975711,174.5371648,174.5371648,80.52699219,141.306754,148.7250128,83.04936054,25.08989578,41.12926739
41,40,13.19410831,55.70613199,residential,Paradisgatan,0.399933055,0.441784075,0.392990877,0.320420576,225,266,174.0640996,243.5797272,5.420534999,5.587248658,491,6.198478716,0,0,0,0,0,1,0,0.494592536,0.610821869,136.9053002,136.9053002,65.16555448,94.89793742,106.1490803,118.9490663,73.43654894,12.52797157
42,41,13.18863336,55.69661823,tertiary,Gyllenkroks allé,0.390524548,0.5531394,0.479525067,0.330829835,240,825,446.7876577,126.3857117,5.484796933,6.716594774,1065,6.971668605,0,0,1,0,0,0,0,0.367752689,0.482947892,117.655351,117.655351,334.5728049,223.7113685,542.9057259,43.64826627,160.2929584,237.2025351
43,42,13.18831777,55.69703055,tertiary,Gyllenkroks allé,0.572539572,0.522015529,0.596911807,0.47967023,322,107,253.5281824,0.416290224,5.777652323,4.682131227,429,6.063785209,0,0,0,0,0,0,0,0.458258368,0.592011664,156.9643616,156.9643616,343.0349843,244.3313792,500.3358168,90.98071413,140.0449112,266.2270093
44,43,13.18800217,55.69744287,tertiary,Gyllenkroks allé,0.592236612,0.526485125,0.545250349,0.612372708,360,69,222.0926484,26.29566574,5.888877958,4.248495242,429,6.063785209,0,0,0,0,0,0,0,0.65216865,0.774794929,168.0403204,168.0403204,302.739264,266.567258,459.2657812,140.1778077,136.1297887,300.8134754
45,44,13.18775747,55.69786734,tertiary,Gyllenkroks allé,0.608956922,0.637770012,0.567241002,0.576316535,274,58,251.903134,26.29566574,5.616771098,4.077537444,332,5.80814249,0,0,0,0,0,0,0,0.557082523,0.767746128,161.1432714,161.1432714,269.4629883,228.3514872,417.5438189,189.8189044,145.4333059,272.5909319
46,45,13.19625644,55.7069626,residential,Sandgatan,0.473931868,0.615415297,0.476589344,0.492470119,227,172,197.1755003,83.3635025,5.429345629,5.153291594,399,5.991464547,0,0,0,0,0,2,0,0.564714469,0.603137463,140.3510437,140.3510437,61.75087207,205.923445,219.3487839,166.0959875,103.2970217,7.777034284
47,46,13.19598138,55.70654111,residential,Sandgatan,0.713744335,0.824515201,0.74128902,0.719096489,313,271,186.1589346,40.53834152,5.749392986,5.605802066,584,6.371611847,1,0,0,0,0,2,0,0.753394164,0.730691083,184.9944221,184.9944221,15.07006088,201.2727976,201.5987122,116.6156354,57.30214059,28.7915727
48,47,13.19938001,55.70571866,residential,Tomegapsgatan,0.469547737,0.513549078,0.493000034,0.611560065,297,715,238.3433622,54.64503098,5.697093487,6.573680167,1012,6.920671504,0,0,0,0,0,0,0,0.673885945,0.786228146,207.238684,207.238684,189.4446626,69.52294951,300.3867683,235.70822,160.4280779,103.2887391
49,48,13.19864114,55.70588429,residential,Tomegapsgatan,0.626022607,0.618479434,0.608409576,0.657049719,217,116,173.5443881,79.45870209,5.384495063,4.762173935,333,5.811140993,0,0,0,0,0,0,0,0.755733371,0.822729684,186.8498434,186.8498434,155.0328979,119.0038002,306.1052755,192.6735065,125.9796512,93.12209383
50,49,13.19787903,55.70601304,residential,Tomegapsgatan,0.521367151,0.418100404,0.242013543,0.655477528,175,88,174.0707681,79.45870209,5.170483995,4.48863637,263,5.575949103,0,0,0,0,0,0,0,0.623406813,0.579871867,182.8801686,182.8801686,121.8258945,168.3433031,315.4865746,150.9732288,109.1476652,73.57082507
51,50,13.19710176,55.70610065,residential,Tomegapsgatan,0.632732879,0.716550581,0.765842319,0.855355658,248,121,118.1335529,155.9589691,5.517452896,4.804021045,369,5.913503006,0,0,0,0,0,0,0,0.902420118,0.906910844,196.6012877,196.6012877,73.37585396,217.1445649,279.8065849,112.5374008,104.3794139,53.70199507
52,51,13.19576619,55.70264994,residential,Skomakaregatan,0.478090337,0.525433164,0.473019261,0.730083346,206,232,179.8981161,18.76081276,5.332718793,5.451038454,438,6.084499413,0,0,0,0,0,1,0,0.817361407,0.735414572,111.9722695,111.9722695,60.90559136,74.5554553,138.5658062,318.4942375,99.66755809,45.17096308
53,52,13.19654816,55.70273235,residential,Skomakaregatan,0.555555964,0.602798618,0.540362509,0.696549751,319,531,263.4316438,97.07332611,5.768320996,6.276643489,850,6.746412129,2,0,0,0,2,1,0,0.820166089,0.779596984,159.465262,159.465262,27.93782235,46.13909604,91.05844792,314.3686948,67.47542843,9.574376076
54,53,13.20623658,55.70889188,residential,Professorsgatan,0.519396968,0.558935858,0.593507785,0.439378729,109,287,291.096722,30.24056625,4.700480366,5.66296048,396,5.983936281,0,0,0,0,0,0,1,0.444398988,0.620289013,41.98892854,41.98892854,71.35563247,237.7400729,432.5544343,513.9334844,73.82783311,176.3188619
55,54,13.20560294,55.70916352,residential,Professorsgatan,0.41867025,0.489957578,0.47747474,0.384239458,254,92,198.1337974,30.24056625,5.541263545,4.532599493,346,5.84932478,0,0,0,0,0,0,0,0.357930221,0.685720809,66.89736482,66.89736482,93.34867867,232.633024,383.3038348,464.7160597,111.8532259,169.2151422
56,55,13.204975,55.70943927,residential,Professorsgatan,0.317952015,0.453347091,0.439563764,0.46863992,386,59,155.1047404,41.46026993,5.958424693,4.094344562,445,6.100318952,0,0,0,0,0,0,0,0.422778662,0.471725335,110.1686548,110.1686548,131.3494253,233.8023877,334.4069795,415.5739966,156.5308556,176.0164098
57,56,13.20434652,55.70971472,residential,Professorsgatan,0.447654879,0.403498007,0.500701295,0.473409392,327,52,186.4545388,41.46026993,5.793013608,3.970291914,379,5.940171253,0,0,0,0,0,0,0,0.477864865,0.566194363,154.7677317,154.7677317,175.4956952,189.7089535,285.8720222,366.6667636,190.7088904,195.8201282
58,57,13.20593683,55.70958536,cycleway,,0.732210271,0.866505377,0.639238354,0.544300457,223,189,389.2929036,36.54970169,5.411646052,5.247024072,412,6.023447593,0,0,0,0,0,0,0,0.696508482,0.736276157,64.32328369,64.32328369,75.70197874,182.9840802,384.4417152,446.4421127,107.5849764,119.7457915
59,58,13.20792215,55.70873301,service,,0.499780798,0.46564905,0.172148428,0.362171268,169,199,342.5900878,24.9037056,5.135798437,5.298317367,368,5.910796644,1,0,0,0,0,0,0,0.496593051,0.423710987,50.04695306,50.04695306,42.53384774,232.641482,535.5387766,569.3908615,50.1087201,148.5939869
60,60,13.20505298,55.70883452,residential,Pålsjövägen,0.445144769,0.535234787,0.44119685,0.477327771,201,47,165.1141996,23.95438385,5.308267697,3.871201011,248,5.517452896,0,0,0,0,0,0,0,0.452674232,0.527777985,108.494359,108.494359,137.712489,261.5159425,371.9826546,471.3844285,147.9501162,219.3589866
61,61,13.20586845,55.70732062,residential,Sjögatan,0.656440154,0.712251883,0.536228128,0.428336404,129,9,213.8667822,28.42718124,4.86753445,2.302585093,138,4.934473933,0,0,0,0,0,0,0,0.40113958,0.700380135,157.367398,157.367398,208.1764836,397.4733274,520.8238696,640.4304909,52.81203479,175.7958264
62,62,13.20655118,55.70755123,residential,Sjögatan,0.570840795,0.619692199,0.465770382,0.351221444,185,5,179.1829544,28.42718124,5.225746674,1.791759469,190,5.252273428,0,0,0,0,0,0,0,0.345557829,0.539433833,114.5510366,114.5510366,167.6014656,373.234837,534.0678575,642.3373536,102.5262859,170.2373446
63,63,13.20723112,55.70778445,residential,Sjögatan,0.659767419,0.607819848,0.405019265,0.341996167,320,130,295.3721754,51.04366302,5.771441123,4.875197323,450,6.11146734,0,0,0,0,0,0,0,0.446581792,0.492036711,80.20444401,80.20444401,133.3022367,340.4427155,551.229133,643.1194733,142.2055524,179.368236
64,64,13.2054899,55.70746983,residential,Tornaplatsen,0.636975586,0.678290375,0.615841962,0.395352751,217,8,213.6572212,19.64226723,5.384495063,2.197224577,225,5.420534999,0,0,0,0,0,0,0,0.377669876,0.611464515,159.1102885,159.1102885,206.4931726,375.6544758,492.4221261,614.089319,52.96002653,204.4602577
65,65,13.20424953,55.70656294,residential,Olshögsvägen,0.827130377,0.821302779,0.755055025,0.577412687,99,18,102.0844791,17.4517765,4.605170186,2.944438979,117,4.770684624,0,0,0,0,0,0,0,0.44212766,0.8013708,286.2746044,286.2746044,188.2485853,265.8162865,528.4116607,553.1612958,79.34437142,104.4565585
66,66,13.20464154,55.70617661,residential,Olshögsvägen,0.610377695,0.748496089,0.601057649,0.373317037,105,130,401.6117676,17.4517765,4.663439094,4.875197323,235,5.463831805,0,0,0,0,0,0,0,0.404377254,0.608489279,306.1916217,306.1916217,156.1282487,267.1884683,546.1660982,570.097278,100.5766724,64.23233521
67,67,13.203514,55.7095243,residential,Gerdagatan,0.450338531,0.561461836,0.565318808,0.365776826,264,7,135.7492555,37.21537399,5.579729826,2.079441542,271,5.605802066,0,0,0,0,0,0,0,0.350936135,0.574581247,139.4442516,139.4442516,201.088947,142.5826591,249.024368,353.9710178,136.5009098,252.269657
68,68,13.2031715,55.70911887,residential,Gerdagatan,0.445383108,0.634052677,0.502136406,0.331554636,208,59,230.6593551,29.92412567,5.342334252,4.094344562,267,5.590986981,0,0,0,0,0,0,0,0.361007895,0.455823174,174.522914,174.522914,189.2985357,144.0846935,259.4441584,384.0830754,121.0646161,291.0784354
69,69,13.1986361,55.70369705,residential,Lilla Algatan,0.528898302,0.510689314,0.362768119,0.652724244,384,167,140.0926963,124.3875198,5.953243334,5.123963979,551,6.313548046,0,0,0,0,0,0,0,0.750173915,0.762645029,326.7362598,326.7362598,54.97221991,68.71789501,79.63712859,275.7171847,81.08671203,92.68294931
70,70,13.1978857,55.70384614,residential,Lilla Algatan,0.586266758,0.536439721,0.466789996,0.580178484,307,160,252.1420196,98.92720795,5.730099783,5.081404365,467,6.148468296,2,0,0,0,0,0,0,0.688619234,0.798605829,298.6430918,298.6430918,13.25545843,112.0543371,74.6141585,232.6019384,80.08421997,76.9504697
71,71,13.20015978,55.70338947,residential,Agardhsgatan,0.590625111,0.639709398,0.649108473,0.763066567,297,659,110.1845584,87.71234894,5.697093487,6.492239835,956,6.863803391,0,0,0,0,1,0,0,0.78599681,0.813596576,396.3194352,396.3194352,155.7357207,36.93371415,152.5566142,368.9971152,149.1813741,152.827751
72,72,13.20095106,55.70341824,residential,Agardhsgatan,0.497748323,0.507748827,0.56243933,0.662382811,332,576,263.9583895,87.71234894,5.80814249,6.357842267,908,6.812345094,0,0,0,0,0,0,0,0.662493538,0.770171121,432.8446493,432.8446493,201.1155098,86.76200763,202.2447061,406.6178188,198.6917961,114.0426932
73,73,13.18654596,55.7012109,tertiary,Svanegatan,0.726604819,0.779189259,0.716135206,0.669146908,176,290,257.4302808,36.86058807,5.176149733,5.673323267,466,6.146329258,0,0,0,0,0,0,0,0.786194861,0.760773569,339.4372564,339.4372564,228.4328877,84.90660126,197.8844741,493.5587513,271.6435073,88.10850548
74,74,13.18709038,55.70088369,tertiary,Svanegatan,0.601018228,0.630468436,0.631092675,0.547341969,176,61,199.8569505,69.58707428,5.176149733,4.127134385,237,5.472270674,0,0,0,0,0,1,0,0.560246427,0.6892219,296.232346,296.232346,214.9157817,95.03160695,173.994457,459.7508762,266.5869926,45.52531315
75,75,13.18763909,55.70055851,tertiary,Svanegatan,0.500053503,0.459699806,0.424782757,0.3932586,228,26,199.7846811,69.58707428,5.433722004,3.295836866,254,5.541263545,0,0,0,0,0,1,0,0.451085126,0.530277414,255.2739657,255.2739657,212.2328044,125.6681057,162.0827255,412.0317409,270.4750682,37.42926371
76,76,13.18818593,55.70023233,tertiary,Svanegatan,0.641487528,0.661408711,0.51947261,0.552812431,191,81,200.9040315,69.58707428,5.257495372,4.406719247,272,5.609471795,0,0,0,0,0,0,0,0.658621084,0.689982668,218.2349586,218.2349586,221.2794447,89.96512518,165.2851036,364.9810749,283.426179,75.61968762
77,77,13.18882804,55.69997282,tertiary,Svanegatan,0.692949846,0.806623321,0.770278938,0.795177065,176,448,361.6044022,86.88809204,5.176149733,6.107022888,624,6.43775165,0,0,0,0,2,0,0,0.763468578,0.899945453,180.12395,180.12395,231.6973118,40.34020876,173.7500929,316.2321761,253.2169241,124.2746358
78,78,13.19218271,55.70207161,cycleway,Kattesund,0.351020316,0.317895805,0.371274522,0.590167016,348,1007,159.5765289,57.9503746,5.855071922,6.915723449,1355,7.212294469,0,2,0,2,0,0,2,0.787282303,0.561215993,35.90379305,35.90379305,58.02168395,85.81075941,12.89003061,370.2655346,28.2147647,82.94533379
79,79,13.18665285,55.70269897,service,,0.403875853,0.350858257,0.208703567,0.235239441,131,196,181.6528539,52.39881516,4.882801923,5.283203729,327,5.793013608,0,0,0,0,0,0,0,0.283819107,0.34234436,193.1143208,193.1143208,102.5426335,54.40344049,234.0647908,498.8995486,224.3112577,164.6665264
80,80,13.18935094,55.70477548,residential,Bytaregatan,0.480260342,0.474592252,0.619720872,0.765169166,467,696,224.4717989,103.408287,6.148468296,6.546785411,1163,7.059617628,2,0,0,0,7,1,0,0.88333153,0.752830621,95.41864591,95.41864591,21.69154816,20.18192897,50.57112983,217.6795746,122.4811724,8.997514264
81,81,13.1896656,55.70288336,residential,Stora Fiskaregatan,0.565546498,0.564297698,0.630794477,0.654243086,515,241,130.8446856,109.5368881,6.246106765,5.488937726,756,6.629363253,1,0,0,0,0,1,0,0.763327859,0.833415926,168.5012999,168.5012999,36.58830739,82.73215709,158.3334395,419.3651566,53.75282979,15.6264077
82,82,13.18898234,55.7030997,residential,Stora Fiskaregatan,0.457831899,0.493231431,0.593191251,0.684398066,659,769,127.3806734,109.5368881,6.492239835,6.646390515,1428,7.264730178,0,0,0,0,0,1,0,0.80794733,0.744997349,127.8466284,127.8466284,75.32947106,103.7591771,138.5125714,403.3748908,101.1754291,36.32942303
83,83,13.17692458,55.70215286,secondary,Ringvägen,0.402658965,0.445355907,0.39789327,0.268151535,65,14,440.4173825,29.96555519,4.189654742,2.708050201,79,4.382026635,0,0,0,0,0,0,0,0.314861162,0.468723137,103.1237754,103.1237754,130.5800867,109.7350446,243.7171374,324.7235173,402.2753266,56.92589429
84,84,13.17695909,55.70170409,secondary,Ringvägen,0.513401121,0.470587498,0.379169216,0.274612151,88,12,394.3737479,8.522629738,4.48863637,2.564949357,100,4.615120517,0,0,0,0,0,0,0,0.346124155,0.437155478,144.9654039,144.9654039,174.1910253,152.4467923,268.5659249,370.9848993,423.3592942,97.048223
85,85,13.17699637,55.70125539,secondary,Ringvägen,0.447918782,0.650323514,0.281611707,0.171373034,52,19,391.8912362,8.522629738,3.970291914,2.995732274,71,4.276666119,0,0,0,0,0,0,0,0.244020561,0.369582491,190.7146461,190.7146461,220.4723633,108.5601172,299.6330174,418.0527123,433.4296937,143.4603599
86,86,13.17717421,55.70081838,secondary,Ringvägen,0.443064881,0.607932135,0.296950485,0.13091874,35,112,583.1841726,48.50062561,3.583518938,4.727387819,147,4.997212274,0,0,0,0,0,0,0,0.212968058,0.21690737,234.9762181,234.9762181,264.9157938,69.55701752,328.8241587,462.4222115,450.2971792,188.9837908
